Sprint,Module,Priority,Status,Root_Cause_Analysis
Sprint 38,Authentication,Critical,In Progress,Code Issue
Sprint 38,Authentication,High,Open,Requirement Gap
Sprint 38,Authentication,Low,Resolved,Test Coverage Miss
Sprint 38,Authentication,Low,In Progress,Environment Issue
Sprint 38,Authentication,Medium,Closed,Requirement Gap
Sprint 38,Billing,Medium,In Progress,Test Coverage Miss
Sprint 38,Billing,High,Closed,Code Issue
Sprint 38,Billing,High,Resolved,Environment Issue
Sprint 38,Billing,Medium,In Progress,Requirement Gap
Sprint 38,Billing,Critical,In Progress,Requirement Gap
Sprint 38,Billing,Medium,Resolved,Environment Issue
Sprint 38,Billing,Medium,Closed,Code Issue
Sprint 38,Billing,Medium,Closed,Requirement Gap
Sprint 38,Billing,Low,In Progress,Test Coverage Miss
Sprint 38,Payments,High,Closed,Test Coverage Miss
Sprint 38,Payments,High,Open,Requirement Gap
Sprint 38,Payments,High,In Progress,Code Issue
Sprint 38,Payments,Medium,Closed,Test Coverage Miss
Sprint 38,Notifications,High,Resolved,Requirement Gap
Sprint 38,Notifications,Low,Open,Code Issue
Sprint 38,Reports,High,Closed,Test Coverage Miss
Sprint 38,Reports,Critical,Closed,Code Issue
Sprint 38,Reports,High,Open,Environment Issue
Sprint 38,Reports,High,Open,Test Coverage Miss
Sprint 38,Reports,High,Resolved,Code Issue
Sprint 38,Reports,Medium,Resolved,Environment Issue
Sprint 38,Reports,Medium,Resolved,Requirement Gap
Sprint 38,Reports,Critical,Open,Code Issue
Sprint 38,Reports,Critical,Resolved,Environment Issue
Sprint 38,Reports,Critical,In Progress,Test Coverage Miss
Sprint 38,Dashboard,Medium,In Progress,Code Issue
Sprint 38,Dashboard,Medium,In Progress,Environment Issue
Sprint 38,Dashboard,Critical,In Progress,Code Issue
Sprint 38,Dashboard,High,Open,Requirement Gap
Sprint 38,Dashboard,Low,Resolved,Code Issue
Sprint 38,Dashboard,High,Closed,Test Coverage Miss
Sprint 38,Dashboard,Critical,Resolved,Code Issue
Sprint 38,Dashboard,Medium,Open,Environment Issue
Sprint 38,Dashboard,Medium,Resolved,Test Coverage Miss
Sprint 38,Dashboard,Low,In Progress,Requirement Gap
Sprint 39,Authentication,Low,In Progress,Environment Issue
Sprint 39,Authentication,Critical,Open,Requirement Gap
Sprint 39,Authentication,Critical,Closed,Test Coverage Miss
Sprint 39,Authentication,Low,Closed,Code Issue
Sprint 39,Billing,High,Open,Environment Issue
Sprint 39,Billing,Medium,Resolved,Code Issue
Sprint 39,Billing,High,Resolved,Test Coverage Miss
Sprint 39,Billing,High,Resolved,Code Issue
Sprint 39,Billing,Critical,Open,Code Issue
Sprint 39,Billing,Low,In Progress,Code Issue
Sprint 39,Billing,Critical,Resolved,Code Issue
Sprint 39,Billing,Medium,Open,Test Coverage Miss
Sprint 39,Billing,High,In Progress,Requirement Gap
Sprint 39,Billing,Medium,Closed,Environment Issue
Sprint 39,Payments,Low,Resolved,Test Coverage Miss
Sprint 39,Payments,Low,Resolved,Code Issue
Sprint 39,Payments,Low,In Progress,Requirement Gap
Sprint 39,Payments,High,Resolved,Requirement Gap
Sprint 39,Notifications,High,Open,Code Issue
Sprint 39,Notifications,Low,Open,Test Coverage Miss
Sprint 39,Notifications,High,Resolved,Environment Issue
Sprint 39,Notifications,High,Open,Environment Issue
Sprint 39,Notifications,High,In Progress,Code Issue
Sprint 39,Notifications,Critical,Resolved,Test Coverage Miss
Sprint 39,Notifications,High,Open,Requirement Gap
Sprint 39,Reports,High,Open,Code Issue
Sprint 39,Reports,Critical,In Progress,Environment Issue
Sprint 39,Reports,High,Closed,Environment Issue
Sprint 39,Reports,High,Open,Test Coverage Miss
Sprint 39,Reports,Low,Closed,Environment Issue
Sprint 39,Reports,Low,Closed,Code Issue
Sprint 39,Reports,Medium,In Progress,Requirement Gap
Sprint 39,Reports,High,In Progress,Requirement Gap
Sprint 39,Dashboard,Critical,Closed,Environment Issue
Sprint 39,Dashboard,High,Resolved,Code Issue
Sprint 39,Dashboard,Low,In Progress,Test Coverage Miss
Sprint 40,Authentication,Medium,Open,Requirement Gap
Sprint 40,Authentication,Medium,In Progress,Test Coverage Miss
Sprint 40,Authentication,High,Resolved,Test Coverage Miss
Sprint 40,Authentication,Critical,Resolved,Code Issue
Sprint 40,Authentication,Medium,Resolved,Test Coverage Miss
Sprint 40,Authentication,Low,Closed,Environment Issue
Sprint 40,Billing,High,Closed,Environment Issue
Sprint 40,Billing,Low,Open,Environment Issue
Sprint 40,Billing,Critical,In Progress,Requirement Gap
Sprint 40,Billing,High,In Progress,Code Issue
Sprint 40,Billing,Medium,Open,Requirement Gap
Sprint 40,Billing,Medium,Resolved,Code Issue
Sprint 40,Billing,Low,In Progress,Test Coverage Miss
Sprint 40,Billing,Medium,In Progress,Test Coverage Miss
Sprint 40,Billing,High,Resolved,Code Issue
Sprint 40,Payments,Low,Closed,Test Coverage Miss
Sprint 40,Payments,Critical,In Progress,Test Coverage Miss
Sprint 40,Payments,High,Open,Code Issue
Sprint 40,Payments,High,Resolved,Code Issue
Sprint 40,Payments,Medium,Resolved,Environment Issue
Sprint 40,Payments,Critical,Closed,Test Coverage Miss
Sprint 40,Payments,Medium,Closed,Environment Issue
Sprint 40,Payments,High,Closed,Environment Issue
Sprint 40,Payments,Medium,Closed,Requirement Gap
Sprint 40,Payments,Medium,Resolved,Requirement Gap
Sprint 40,Notifications,Critical,In Progress,Test Coverage Miss
Sprint 40,Notifications,Low,Open,Requirement Gap
Sprint 40,Notifications,Critical,Open,Requirement Gap
Sprint 40,Notifications,Low,In Progress,Environment Issue
Sprint 40,Notifications,Critical,In Progress,Code Issue
Sprint 40,Notifications,Medium,Open,Requirement Gap
Sprint 40,Notifications,High,In Progress,Test Coverage Miss
Sprint 40,Notifications,High,In Progress,Environment Issue
Sprint 40,Notifications,Critical,Open,Test Coverage Miss
Sprint 40,Notifications,Medium,In Progress,Requirement Gap
Sprint 40,Reports,Medium,Closed,Environment Issue
Sprint 40,Reports,High,Closed,Test Coverage Miss
Sprint 40,Reports,Critical,Closed,Environment Issue
Sprint 40,Reports,Low,Resolved,Code Issue
Sprint 40,Reports,Medium,Open,Environment Issue
Sprint 40,Reports,Medium,Closed,Environment Issue
Sprint 40,Reports,Medium,Resolved,Code Issue
Sprint 40,Reports,Medium,Resolved,Test Coverage Miss
Sprint 40,Dashboard,Medium,In Progress,Environment Issue
Sprint 40,Dashboard,Medium,Open,Requirement Gap
Sprint 40,Dashboard,Medium,In Progress,Code Issue
Sprint 40,Dashboard,Critical,Resolved,Requirement Gap
Sprint 40,Dashboard,High,Resolved,Code Issue
Sprint 41,Authentication,Medium,Open,Requirement Gap
Sprint 41,Authentication,High,Resolved,Test Coverage Miss
Sprint 41,Authentication,Critical,Open,Test Coverage Miss
Sprint 41,Authentication,Medium,In Progress,Requirement Gap
Sprint 41,Authentication,Critical,Resolved,Code Issue
Sprint 41,Authentication,Low,Resolved,Test Coverage Miss
Sprint 41,Authentication,High,Resolved,Test Coverage Miss
Sprint 41,Authentication,Low,Closed,Environment Issue
Sprint 41,Billing,Low,In Progress,Environment Issue
Sprint 41,Billing,Critical,Resolved,Code Issue
Sprint 41,Billing,Critical,Open,Code Issue
Sprint 41,Billing,Low,Closed,Test Coverage Miss
Sprint 41,Billing,Low,Resolved,Requirement Gap
Sprint 41,Billing,High,Closed,Test Coverage Miss
Sprint 41,Payments,High,Open,Environment Issue
Sprint 41,Payments,High,Resolved,Environment Issue
Sprint 41,Payments,High,Closed,Code Issue
Sprint 41,Notifications,High,Open,Environment Issue
Sprint 41,Notifications,Critical,In Progress,Environment Issue
Sprint 41,Notifications,Critical,Closed,Environment Issue
Sprint 41,Notifications,Low,Resolved,Requirement Gap
Sprint 41,Notifications,Critical,Open,Code Issue
Sprint 41,Notifications,Critical,Closed,Test Coverage Miss
Sprint 41,Notifications,Critical,Closed,Requirement Gap
Sprint 41,Reports,High,Open,Code Issue
Sprint 41,Reports,High,Resolved,Requirement Gap
Sprint 41,Reports,Medium,Open,Code Issue
Sprint 41,Reports,High,In Progress,Environment Issue
Sprint 41,Dashboard,Critical,In Progress,Code Issue
Sprint 41,Dashboard,High,Resolved,Requirement Gap
Sprint 41,Dashboard,Low,Resolved,Code Issue
Sprint 41,Dashboard,Critical,Closed,Requirement Gap
Sprint 41,Dashboard,Medium,Closed,Environment Issue
Sprint 41,Dashboard,Low,In Progress,Environment Issue
Sprint 41,Dashboard,Low,In Progress,Test Coverage Miss
Sprint 41,Dashboard,Low,Resolved,Environment Issue
Sprint 41,Dashboard,Critical,Open,Test Coverage Miss
Sprint 42,Authentication,Critical,Closed,Environment Issue
Sprint 42,Authentication,Critical,Open,Test Coverage Miss
Sprint 42,Authentication,High,In Progress,Test Coverage Miss
Sprint 42,Authentication,Critical,Open,Code Issue
Sprint 42,Authentication,Critical,Resolved,Requirement Gap
Sprint 42,Billing,High,Closed,Test Coverage Miss
Sprint 42,Billing,Low,Open,Test Coverage Miss
Sprint 42,Billing,Medium,Open,Test Coverage Miss
Sprint 42,Billing,High,In Progress,Test Coverage Miss
Sprint 42,Billing,Critical,In Progress,Requirement Gap
Sprint 42,Billing,Critical,Resolved,Test Coverage Miss
Sprint 42,Billing,Medium,Resolved,Test Coverage Miss
Sprint 42,Billing,Low,Open,Environment Issue
Sprint 42,Billing,Low,Open,Code Issue
Sprint 42,Payments,High,Closed,Code Issue
Sprint 42,Payments,High,Resolved,Requirement Gap
Sprint 42,Notifications,High,In Progress,Test Coverage Miss
Sprint 42,Notifications,Critical,In Progress,Code Issue
Sprint 42,Notifications,Critical,Open,Code Issue
Sprint 42,Notifications,High,In Progress,Environment Issue
Sprint 42,Notifications,Critical,Closed,Test Coverage Miss
Sprint 42,Reports,High,In Progress,Test Coverage Miss
Sprint 42,Reports,High,In Progress,Requirement Gap
Sprint 42,Reports,High,Closed,Requirement Gap
Sprint 42,Reports,Low,In Progress,Code Issue
Sprint 42,Reports,High,Resolved,Code Issue
Sprint 42,Reports,High,Open,Requirement Gap
Sprint 42,Reports,Low,Closed,Requirement Gap
Sprint 42,Reports,Low,Closed,Code Issue
Sprint 42,Reports,Low,Open,Code Issue
Sprint 42,Reports,High,Resolved,Test Coverage Miss
Sprint 42,Dashboard,Low,Open,Code Issue
Sprint 42,Dashboard,Critical,Open,Test Coverage Miss
Sprint 42,Dashboard,Critical,Resolved,Requirement Gap
Sprint 42,Dashboard,High,Resolved,Test Coverage Miss
Sprint 42,Dashboard,High,In Progress,Code Issue
Sprint 42,Dashboard,High,Resolved,Requirement Gap
Sprint 42,Dashboard,Critical,Closed,Test Coverage Miss
Sprint 42,Dashboard,Critical,Open,Code Issue
Sprint 43,Authentication,Medium,Closed,Code Issue
Sprint 43,Authentication,Medium,Resolved,Test Coverage Miss
Sprint 43,Authentication,Low,Closed,Environment Issue
Sprint 43,Authentication,Critical,In Progress,Requirement Gap
Sprint 43,Billing,Medium,Open,Test Coverage Miss
Sprint 43,Billing,Critical,Open,Environment Issue
Sprint 43,Billing,Medium,Closed,Requirement Gap
Sprint 43,Billing,Low,In Progress,Test Coverage Miss
Sprint 43,Billing,Critical,In Progress,Requirement Gap
Sprint 43,Billing,High,Closed,Requirement Gap
Sprint 43,Billing,Critical,Resolved,Environment Issue
Sprint 43,Payments,Low,Open,Test Coverage Miss
Sprint 43,Payments,Medium,In Progress,Environment Issue
Sprint 43,Payments,Critical,Closed,Environment Issue
Sprint 43,Payments,Critical,Resolved,Environment Issue
Sprint 43,Payments,High,Resolved,Test Coverage Miss
Sprint 43,Payments,Medium,Closed,Requirement Gap
Sprint 43,Payments,High,Open,Requirement Gap
Sprint 43,Payments,Low,In Progress,Environment Issue
Sprint 43,Payments,High,Closed,Environment Issue
Sprint 43,Notifications,Critical,Resolved,Code Issue
Sprint 43,Notifications,Medium,Resolved,Code Issue
Sprint 43,Notifications,Low,Open,Requirement Gap
Sprint 43,Reports,Medium,In Progress,Requirement Gap
Sprint 43,Reports,Medium,Closed,Environment Issue
Sprint 43,Reports,Medium,Resolved,Environment Issue
Sprint 43,Reports,High,In Progress,Test Coverage Miss
Sprint 43,Reports,Low,In Progress,Code Issue
Sprint 43,Reports,High,Open,Test Coverage Miss
Sprint 43,Reports,High,Closed,Requirement Gap
Sprint 43,Reports,Critical,Open,Test Coverage Miss
Sprint 43,Dashboard,Medium,Resolved,Requirement Gap
Sprint 43,Dashboard,Low,Closed,Environment Issue
Sprint 43,Dashboard,Critical,Open,Environment Issue
Sprint 43,Dashboard,Critical,Closed,Environment Issue
Sprint 43,Dashboard,Low,Resolved,Code Issue
Sprint 43,Dashboard,High,In Progress,Test Coverage Miss
Sprint 43,Dashboard,Low,Closed,Code Issue
Sprint 43,Dashboard,Low,Open,Requirement Gap
Sprint 43,Dashboard,High,Resolved,Environment Issue
Sprint 43,Dashboard,Low,Resolved,Code Issue
Sprint 44,Authentication,Critical,Resolved,Requirement Gap
Sprint 44,Authentication,High,In Progress,Test Coverage Miss
Sprint 44,Authentication,Medium,Resolved,Environment Issue
Sprint 44,Authentication,Critical,Closed,Environment Issue
Sprint 44,Authentication,High,Open,Requirement Gap
Sprint 44,Billing,Low,In Progress,Code Issue
Sprint 44,Billing,Critical,In Progress,Environment Issue
Sprint 44,Billing,Medium,Resolved,Requirement Gap
Sprint 44,Billing,Medium,Resolved,Test Coverage Miss
Sprint 44,Billing,High,Resolved,Requirement Gap
Sprint 44,Billing,Low,In Progress,Requirement Gap
Sprint 44,Billing,High,Resolved,Requirement Gap
Sprint 44,Payments,Medium,Closed,Requirement Gap
Sprint 44,Payments,Low,Resolved,Code Issue
Sprint 44,Payments,Critical,In Progress,Code Issue
Sprint 44,Payments,Critical,Open,Requirement Gap
Sprint 44,Payments,Low,Open,Test Coverage Miss
Sprint 44,Payments,High,Closed,Requirement Gap
Sprint 44,Payments,Medium,Open,Requirement Gap
Sprint 44,Payments,Medium,Resolved,Requirement Gap
Sprint 44,Payments,High,In Progress,Test Coverage Miss
Sprint 44,Payments,Medium,In Progress,Environment Issue
Sprint 44,Notifications,High,Open,Test Coverage Miss
Sprint 44,Notifications,High,In Progress,Environment Issue
Sprint 44,Reports,Low,Open,Environment Issue
Sprint 44,Reports,Low,Resolved,Test Coverage Miss
Sprint 44,Dashboard,Low,Open,Code Issue
Sprint 44,Dashboard,High,Closed,Environment Issue
Sprint 44,Dashboard,Critical,Open,Code Issue
Sprint 44,Dashboard,Critical,In Progress,Test Coverage Miss
Sprint 45,Authentication,Low,Open,Environment Issue
Sprint 45,Authentication,High,Closed,Test Coverage Miss
Sprint 45,Authentication,Low,Resolved,Test Coverage Miss
Sprint 45,Billing,Low,Open,Code Issue
Sprint 45,Billing,High,In Progress,Environment Issue
Sprint 45,Billing,High,In Progress,Requirement Gap
Sprint 45,Billing,High,Open,Code Issue
Sprint 45,Billing,Critical,Open,Test Coverage Miss
Sprint 45,Billing,High,Open,Requirement Gap
Sprint 45,Billing,Low,Resolved,Test Coverage Miss
Sprint 45,Billing,High,Open,Code Issue
Sprint 45,Billing,Critical,Open,Code Issue
Sprint 45,Billing,Medium,In Progress,Test Coverage Miss
Sprint 45,Payments,Medium,In Progress,Test Coverage Miss
Sprint 45,Payments,High,Open,Requirement Gap
Sprint 45,Notifications,High,In Progress,Requirement Gap
Sprint 45,Notifications,Medium,Closed,Requirement Gap
Sprint 45,Notifications,Medium,In Progress,Environment Issue
Sprint 45,Notifications,High,Closed,Code Issue
Sprint 45,Notifications,Critical,In Progress,Requirement Gap
Sprint 45,Reports,High,Closed,Requirement Gap
Sprint 45,Reports,Critical,Open,Environment Issue
Sprint 45,Reports,Medium,Closed,Test Coverage Miss
Sprint 45,Reports,Medium,In Progress,Requirement Gap
Sprint 45,Reports,Low,In Progress,Environment Issue
Sprint 45,Reports,High,Closed,Test Coverage Miss
Sprint 45,Dashboard,Low,Open,Environment Issue
Sprint 45,Dashboard,Medium,Closed,Requirement Gap
Sprint 45,Dashboard,Critical,Resolved,Code Issue
Sprint 45,Dashboard,Low,Resolved,Code Issue
Sprint 46,Authentication,Low,Open,Requirement Gap
Sprint 46,Authentication,Low,Closed,Test Coverage Miss
Sprint 46,Authentication,Medium,Open,Requirement Gap
Sprint 46,Authentication,Medium,Closed,Requirement Gap
Sprint 46,Authentication,Medium,Closed,Test Coverage Miss
Sprint 46,Authentication,High,Resolved,Test Coverage Miss
Sprint 46,Billing,Medium,Open,Code Issue
Sprint 46,Billing,Low,Closed,Test Coverage Miss
Sprint 46,Billing,Low,Resolved,Requirement Gap
Sprint 46,Billing,Low,Open,Test Coverage Miss
Sprint 46,Billing,Medium,In Progress,Environment Issue
Sprint 46,Billing,High,Closed,Test Coverage Miss
Sprint 46,Billing,Low,Open,Environment Issue
Sprint 46,Billing,Critical,Resolved,Requirement Gap
Sprint 46,Billing,Critical,Closed,Environment Issue
Sprint 46,Billing,Medium,Open,Test Coverage Miss
Sprint 46,Payments,Low,Resolved,Requirement Gap
Sprint 46,Payments,Critical,Closed,Environment Issue
Sprint 46,Notifications,Critical,In Progress,Code Issue
Sprint 46,Notifications,Critical,Closed,Code Issue
Sprint 46,Notifications,Medium,In Progress,Environment Issue
Sprint 46,Notifications,Low,Open,Code Issue
Sprint 46,Notifications,Medium,In Progress,Test Coverage Miss
Sprint 46,Notifications,Medium,Resolved,Code Issue
Sprint 46,Notifications,Medium,Resolved,Test Coverage Miss
Sprint 46,Notifications,Low,Closed,Requirement Gap
Sprint 46,Notifications,Low,Closed,Environment Issue
Sprint 46,Reports,High,Resolved,Test Coverage Miss
Sprint 46,Reports,Medium,Resolved,Test Coverage Miss
Sprint 46,Reports,Critical,Closed,Environment Issue
Sprint 46,Reports,Critical,Open,Test Coverage Miss
Sprint 46,Reports,High,In Progress,Requirement Gap
Sprint 46,Reports,Low,Closed,Code Issue
Sprint 46,Reports,Medium,Open,Requirement Gap
Sprint 46,Reports,Critical,In Progress,Environment Issue
Sprint 46,Dashboard,Critical,Open,Environment Issue
Sprint 46,Dashboard,Medium,Resolved,Code Issue
Sprint 47,Authentication,Low,In Progress,Environment Issue
Sprint 47,Authentication,Low,Open,Environment Issue
Sprint 47,Authentication,High,Resolved,Test Coverage Miss
Sprint 47,Authentication,Critical,Open,Code Issue
Sprint 47,Authentication,Medium,In Progress,Code Issue
Sprint 47,Authentication,Critical,Resolved,Test Coverage Miss
Sprint 47,Billing,Critical,Resolved,Code Issue
Sprint 47,Billing,Low,Closed,Test Coverage Miss
Sprint 47,Payments,Medium,In Progress,Environment Issue
Sprint 47,Payments,Medium,In Progress,Test Coverage Miss
Sprint 47,Payments,High,Closed,Code Issue
Sprint 47,Payments,Medium,Open,Environment Issue
Sprint 47,Payments,Medium,In Progress,Test Coverage Miss
Sprint 47,Payments,High,Open,Environment Issue
Sprint 47,Payments,Low,In Progress,Test Coverage Miss
Sprint 47,Payments,Critical,Closed,Test Coverage Miss
Sprint 47,Notifications,Low,Closed,Code Issue
Sprint 47,Notifications,Low,Resolved,Test Coverage Miss
Sprint 47,Notifications,Low,In Progress,Test Coverage Miss
Sprint 47,Notifications,Low,Open,Environment Issue
Sprint 47,Reports,Low,In Progress,Environment Issue
Sprint 47,Reports,Critical,Closed,Test Coverage Miss
Sprint 47,Reports,Critical,In Progress,Requirement Gap
Sprint 47,Reports,Critical,In Progress,Code Issue
Sprint 47,Reports,High,Resolved,Code Issue
Sprint 47,Reports,High,In Progress,Environment Issue
Sprint 47,Dashboard,Medium,In Progress,Environment Issue
Sprint 47,Dashboard,Low,In Progress,Test Coverage Miss
Sprint 48,Authentication,Critical,Resolved,Environment Issue
Sprint 48,Authentication,High,Closed,Test Coverage Miss
Sprint 48,Authentication,Medium,Open,Code Issue
Sprint 48,Billing,Medium,Closed,Test Coverage Miss
Sprint 48,Billing,Low,Open,Requirement Gap
Sprint 48,Billing,Low,Open,Requirement Gap
Sprint 48,Billing,Medium,Closed,Test Coverage Miss
Sprint 48,Billing,Critical,Resolved,Test Coverage Miss
Sprint 48,Payments,Medium,Closed,Requirement Gap
Sprint 48,Payments,Critical,Resolved,Environment Issue
Sprint 48,Payments,High,In Progress,Test Coverage Miss
Sprint 48,Notifications,Critical,In Progress,Code Issue
Sprint 48,Notifications,Medium,In Progress,Requirement Gap
Sprint 48,Notifications,Low,Resolved,Test Coverage Miss
Sprint 48,Notifications,Low,Closed,Environment Issue
Sprint 48,Notifications,Low,In Progress,Requirement Gap
Sprint 48,Notifications,Medium,Closed,Requirement Gap
Sprint 48,Notifications,Critical,Resolved,Requirement Gap
Sprint 48,Notifications,High,In Progress,Test Coverage Miss
Sprint 48,Notifications,Critical,Resolved,Requirement Gap
Sprint 48,Reports,Low,Open,Code Issue
Sprint 48,Reports,Medium,Resolved,Requirement Gap
Sprint 48,Dashboard,High,Resolved,Requirement Gap
Sprint 48,Dashboard,Medium,Closed,Requirement Gap
Sprint 49,Authentication,High,Resolved,Requirement Gap
Sprint 49,Authentication,Medium,In Progress,Environment Issue
Sprint 49,Authentication,Medium,Resolved,Test Coverage Miss
Sprint 49,Authentication,Low,Open,Test Coverage Miss
Sprint 49,Authentication,Medium,Closed,Code Issue
Sprint 49,Authentication,Critical,Resolved,Code Issue
Sprint 49,Authentication,Low,In Progress,Test Coverage Miss
Sprint 49,Authentication,Low,Closed,Environment Issue
Sprint 49,Billing,Critical,Closed,Requirement Gap
Sprint 49,Billing,Low,Closed,Requirement Gap
Sprint 49,Billing,High,In Progress,Environment Issue
Sprint 49,Billing,High,Resolved,Test Coverage Miss
Sprint 49,Billing,Medium,In Progress,Environment Issue
Sprint 49,Payments,Low,In Progress,Code Issue
Sprint 49,Payments,Critical,Closed,Code Issue
Sprint 49,Payments,Low,In Progress,Code Issue
Sprint 49,Payments,Critical,Resolved,Environment Issue
Sprint 49,Payments,Low,In Progress,Requirement Gap
Sprint 49,Payments,High,Resolved,Requirement Gap
Sprint 49,Payments,Low,Open,Requirement Gap
Sprint 49,Notifications,Critical,Closed,Environment Issue
Sprint 49,Notifications,Low,Open,Requirement Gap
Sprint 49,Notifications,Critical,Open,Environment Issue
Sprint 49,Notifications,Low,Resolved,Test Coverage Miss
Sprint 49,Notifications,Critical,In Progress,Test Coverage Miss
Sprint 49,Notifications,Low,Closed,Environment Issue
Sprint 49,Notifications,Low,Open,Requirement Gap
Sprint 49,Notifications,Critical,In Progress,Environment Issue
Sprint 49,Reports,Low,In Progress,Requirement Gap
Sprint 49,Reports,Medium,Closed,Code Issue
Sprint 49,Reports,Critical,Closed,Environment Issue
Sprint 49,Reports,Medium,In Progress,Requirement Gap
Sprint 49,Reports,High,Open,Test Coverage Miss
Sprint 49,Reports,Critical,In Progress,Environment Issue
Sprint 49,Reports,High,Closed,Environment Issue
Sprint 49,Reports,High,Open,Environment Issue
Sprint 49,Dashboard,Low,Open,Test Coverage Miss
Sprint 49,Dashboard,Critical,Closed,Requirement Gap
Sprint 49,Dashboard,High,Resolved,Test Coverage Miss
Sprint 49,Dashboard,Low,Open,Environment Issue
Sprint 50,Authentication,Critical,In Progress,Requirement Gap
Sprint 50,Authentication,Medium,Open,Test Coverage Miss
Sprint 50,Authentication,Medium,Open,Code Issue
Sprint 50,Authentication,Medium,Resolved,Test Coverage Miss
Sprint 50,Authentication,Medium,Resolved,Test Coverage Miss
Sprint 50,Authentication,Low,Resolved,Code Issue
Sprint 50,Authentication,Medium,In Progress,Test Coverage Miss
Sprint 50,Authentication,High,Open,Test Coverage Miss
Sprint 50,Authentication,Critical,Closed,Test Coverage Miss
Sprint 50,Billing,Medium,Resolved,Code Issue
Sprint 50,Billing,Low,Resolved,Code Issue
Sprint 50,Billing,Critical,Open,Environment Issue
Sprint 50,Billing,Low,Open,Code Issue
Sprint 50,Billing,Critical,In Progress,Test Coverage Miss
Sprint 50,Payments,Critical,Open,Environment Issue
Sprint 50,Payments,Critical,Closed,Code Issue
Sprint 50,Payments,Critical,Resolved,Code Issue
Sprint 50,Payments,Low,Resolved,Requirement Gap
Sprint 50,Notifications,Critical,Open,Requirement Gap
Sprint 50,Notifications,Critical,Open,Environment Issue
Sprint 50,Notifications,Low,Closed,Code Issue
Sprint 50,Notifications,Low,Closed,Test Coverage Miss
Sprint 50,Notifications,Low,In Progress,Environment Issue
Sprint 50,Notifications,Low,Open,Test Coverage Miss
Sprint 50,Notifications,Medium,In Progress,Test Coverage Miss
Sprint 50,Notifications,Medium,Closed,Environment Issue
Sprint 50,Notifications,Low,Closed,Code Issue
Sprint 50,Reports,Critical,In Progress,Requirement Gap
Sprint 50,Reports,Critical,Resolved,Test Coverage Miss
Sprint 50,Reports,Critical,Resolved,Requirement Gap
Sprint 50,Reports,Low,Closed,Requirement Gap
Sprint 50,Reports,High,Resolved,Test Coverage Miss
Sprint 50,Dashboard,Low,Resolved,Test Coverage Miss
Sprint 50,Dashboard,Medium,Open,Test Coverage Miss
